Valor da Transação,Data/Hora da Transação,Localização da Transação,Data criação conta recebedor,Classe(transações anteriores),Classe (rótulo),Recorrência de envios do mesmo valor,Idade do titular do cartão,Classe(cartão temporário),Limite de crédito,Classe(nome lista devedores),Número de cartões complementares,Data ativação do cartão,Numero transações para outro pais,Número de transações suspeitas anteriormente,Valor médio das transações do usuário,Classe(histórico pagamento),Classe(emprego fixo),Tempo desde a ultima transação,Dispositivo de acesso novo?
119.85,2024-05-31 15:56:57,"29.250797, 163.796349",2022-05-09 15:56:57,0,0,0,57,0,1000,1,3,2022-07-26 15:56:57,6,0,222.5,inadimplente,0,2024-05-12 02:26:22,0
152.77,2024-04-15 23:28:55,"78.420814, -1.680792",2018-09-14 23:28:55,0,1,0,54,1,1000,0,3,2018-10-10 23:28:55,10,2,354.81,bom,0,2024-04-05 22:31:55,1
170.2,2025-03-24 02:32:00,"-85.099967, 163.698557",2017-03-07 02:32:00,0,0,1,34,1,1000,0,2,2017-05-19 02:32:00,4,3,166.05,bom,1,2025-03-12 05:57:27,0
200.76,2024-06-18 14:42:00,"68.127474, -49.253011",2023-07-19 14:42:00,1,0,0,44,0,2000,0,4,2023-09-07 14:42:00,7,1,408.52,bom,0,2024-06-04 08:50:43,0
102.3,2024-12-27 05:14:53,"-4.003407, -146.389167",2015-06-18 05:14:53,0,0,1,71,1,5000,0,1,2015-08-29 05:14:53,0,1,303.86,atrasado,0,2024-12-02 02:20:33,1
827.32,2024-02-12 21:03:20,"-3.507267, -107.779446",2017-04-01 21:03:20,0,0,1,82,0,1000,0,4,2017-05-09 21:03:20,1,3,437.46,bom,1,2024-01-20 04:19:42,1
117.61,2024-04-22 12:10:09,"-82.11609, 76.812558",2019-05-26 12:10:09,0,0,0,52,1,5000,0,0,2019-06-23 12:10:09,9,2,335.97,inadimplente,1,2024-04-04 23:51:36,1
43.65,2023-09-11 04:40:51,"-20.068182, 87.440267",2016-05-27 04:40:51,0,0,0,30,0,20000,0,1,2016-06-23 04:40:51,2,0,331.44,bom,1,2023-08-25 07:09:54,0
75.56,2023-10-31 20:45:12,"18.008441, 17.117024",2016-12-23 20:45:12,0,0,1,20,0,10000,1,0,2017-02-19 20:45:12,5,0,264.1,inadimplente,0,2023-10-12 22:30:25,1
860.99,2025-06-08 02:55:50,"-4.83113, -52.444984",2025-02-13 02:55:50,1,0,1,30,1,2000,0,5,2025-05-05 02:55:50,8,5,93.47,atrasado,0,2025-05-09 19:06:30,1
118.31,2024-02-01 14:35:02,"-27.760199, 13.655257",2015-09-01 14:35:02,1,0,0,19,0,1000,1,4,2015-11-02 14:35:02,1,0,512.16,bom,1,2024-01-16 03:12:06,0
277.0,2025-06-09 13:33:00,"-38.825039, -44.425906",2022-01-17 13:33:00,0,1,1,55,0,10000,0,5,2022-04-01 13:33:00,7,2,291.81,atrasado,0,2025-06-06 10:29:16,1
321.4,2024-04-06 17:57:53,"-24.600968, -47.446952",2024-01-05 17:57:53,0,0,0,36,0,10000,1,2,2024-03-05 17:57:53,3,2,399.12,atrasado,1,2024-03-31 04:24:33,1
149.74,2023-08-16 01:14:04,"33.826947, 33.661104",2021-04-06 01:14:04,1,1,0,22,0,20000,0,2,2021-05-17 01:14:04,0,5,477.55,inadimplente,0,2023-08-03 05:31:00,1
371.16,2024-12-07 22:58:41,"29.702542, -20.896921",2023-03-01 22:58:41,0,1,1,18,1,5000,0,3,2023-03-08 22:58:41,6,0,152.08,bom,0,2024-11-20 08:02:46,0
84.16,2025-06-08 14:37:26,"-29.587298, 146.903877",2023-02-01 14:37:26,0,0,0,50,0,10000,1,1,2023-02-24 14:37:26,8,0,125.63,inadimplente,1,2025-05-25 02:04:02,0
449.65,2024-04-02 05:05:06,"-1.478438, -84.274756",2023-10-26 05:05:06,0,0,1,49,1,20000,0,2,2024-01-04 05:05:06,4,4,315.68,bom,0,2024-03-11 13:54:37,0
324.5,2024-12-21 11:34:59,"20.441665, -103.936767",2015-05-21 11:34:59,1,0,0,21,0,20000,1,5,2015-08-13 11:34:59,5,3,536.74,bom,0,2024-12-18 12:37:18,1
155.71,2025-03-02 23:24:29,"-38.719498, -80.0005",2020-07-02 23:24:29,1,0,1,51,1,20000,1,3,2020-07-23 23:24:29,5,0,262.22,inadimplente,1,2025-02-13 20:08:36,0
978.23,2023-10-20 08:07:21,"44.042199, -152.00699",2013-12-31 08:07:21,1,0,0,37,1,10000,0,4,2014-03-15 08:07:21,2,4,240.86,atrasado,0,2023-10-19 22:28:13,0
131.61,2024-05-29 18:18:29,"3.774067, 46.311491",2015-10-02 18:18:29,0,0,1,48,0,5000,1,1,2015-10-03 18:18:29,3,1,455.52,inadimplente,1,2024-05-13 09:16:11,0
157.88,2023-12-13 21:24:46,"6.610065, 167.227997",2014-03-18 21:24:46,0,0,1,41,0,20000,0,2,2014-04-11 21:24:46,0,3,279.59,atrasado,0,2023-12-13 03:58:18,0
43.43,2023-07-21 01:09:43,"56.133981, -98.281072",2017-07-23 01:09:43,1,0,0,31,1,10000,1,3,2017-10-06 01:09:43,2,5,611.77,inadimplente,0,2023-06-22 19:27:40,0
55.58,2025-05-15 02:07:48,"42.201835, -61.782566",2015-10-26 02:07:48,1,0,0,76,0,20000,1,3,2015-12-02 02:07:48,4,2,316.06,inadimplente,1,2025-05-13 21:35:13,1
323.19,2025-04-29 05:49:44,"16.397579, 175.80031",2023-12-10 05:49:44,1,0,0,83,1,10000,1,1,2024-02-18 05:49:44,10,2,366.23,bom,0,2025-04-13 19:59:55,1
719.01,2023-08-07 07:51:34,"-15.632693, -27.140174",2019-12-28 07:51:34,1,0,0,66,0,10000,0,1,2020-02-26 07:51:34,3,1,237.19,atrasado,0,2023-07-14 14:06:05,0
965.75,2024-07-15 06:22:12,"-55.682071, 130.220211",2017-07-20 06:22:12,0,0,0,59,1,10000,1,5,2017-08-02 06:22:12,4,0,428.64,inadimplente,0,2024-06-30 07:18:05,0
577.14,2024-11-14 11:43:30,"-86.209702, -18.60077",2018-12-23 11:43:30,0,0,0,82,1,10000,0,5,2019-03-14 11:43:30,6,0,206.69,atrasado,0,2024-10-17 04:27:56,0
94.79,2023-08-11 00:22:54,"-5.257574, -177.323817",2015-11-23 00:22:54,1,0,0,48,1,2000,1,2,2016-02-15 00:22:54,3,3,200.31,bom,0,2023-08-07 17:52:32,0
9.72,2023-12-01 22:42:33,"84.597888, 9.191391",2020-11-20 22:42:33,0,0,1,27,0,5000,1,5,2020-12-05 22:42:33,6,5,214.62,inadimplente,0,2023-11-11 20:18:04,0
79.13,2023-12-14 17:04:11,"-78.231683, 86.560746",2020-08-26 17:04:11,1,0,1,39,0,10000,0,2,2020-10-24 17:04:11,8,3,235.68,bom,1,2023-11-29 13:31:18,0
248.43,2024-03-03 08:13:12,"-39.49731, 167.10155",2020-03-05 08:13:12,1,0,1,75,0,1000,0,3,2020-05-09 08:13:12,8,2,108.27,inadimplente,0,2024-02-12 16:54:52,1
36.29,2025-04-24 22:26:24,"-48.349043, 49.351696",2025-01-07 22:26:24,0,0,1,46,0,1000,0,2,2025-03-18 22:26:24,10,2,152.89,atrasado,0,2025-04-05 07:02:45,1
363.3,2024-08-03 21:25:37,"72.355239, -176.481509",2018-07-28 21:25:37,0,0,1,26,0,2000,1,2,2018-09-17 21:25:37,2,4,371.92,inadimplente,0,2024-07-13 21:50:32,0
873.58,2024-01-12 02:47:32,"-5.888086, -85.570984",2019-09-19 02:47:32,0,0,1,45,1,2000,0,2,2019-11-30 02:47:32,3,5,481.98,bom,0,2024-01-02 21:26:37,1
274.36,2023-09-01 07:51:58,"73.961794, 94.721072",2016-12-22 07:51:58,0,0,0,57,1,1000,0,0,2017-03-14 07:51:58,8,5,498.36,bom,1,2023-08-04 18:27:50,0
470.93,2024-03-26 08:02:06,"27.815772, -35.337229",2018-08-28 08:02:06,1,0,1,41,1,2000,1,4,2018-09-09 08:02:06,3,1,301.19,inadimplente,1,2024-03-19 22:50:04,0
718.8,2024-02-01 18:33:43,"24.416758, 111.539162",2015-04-01 18:33:43,0,1,0,64,1,2000,0,2,2015-06-28 18:33:43,8,4,285.29,bom,0,2024-01-24 06:46:53,0
7.12,2025-05-17 05:35:01,"-53.982436, -4.794365",2020-09-19 05:35:01,0,0,0,49,1,1000,1,4,2020-11-16 05:35:01,6,0,234.34,bom,1,2025-05-02 04:40:27,0
230.92,2024-04-05 10:43:37,"-5.026155, -31.090571",2016-06-06 10:43:37,1,1,0,18,1,1000,0,4,2016-06-17 10:43:37,6,3,318.3,inadimplente,0,2024-03-28 00:25:44,0
227.86,2024-09-28 13:45:20,"-10.038681, 48.133212",2017-11-30 13:45:20,1,0,0,25,0,2000,1,5,2018-02-04 13:45:20,1,2,216.57,atrasado,1,2024-09-16 10:34:08,1
689.14,2023-12-24 01:03:47,"-45.884452, 98.637347",2017-04-13 01:03:47,0,1,0,40,0,10000,0,5,2017-05-21 01:03:47,8,3,390.5,bom,0,2023-12-07 12:09:54,1
145.33,2024-09-16 22:06:18,"53.958657, 61.930224",2015-10-16 22:06:18,0,0,0,24,1,10000,0,0,2016-01-10 22:06:18,9,2,277.42,atrasado,1,2024-09-15 02:31:22,0
193.85,2023-08-24 12:00:06,"-40.148908, 174.104918",2014-01-17 12:00:06,0,0,0,50,1,10000,0,1,2014-01-21 12:00:06,8,1,291.74,atrasado,0,2023-08-10 15:59:23,1
397.83,2024-11-03 19:51:00,"-34.63729, -61.298485",2022-09-04 19:51:00,0,0,1,72,0,10000,0,1,2022-10-31 19:51:00,7,3,377.0,bom,1,2024-10-25 16:32:25,1
5.72,2025-01-13 22:39:38,"25.31197, 74.123198",2020-05-20 22:39:38,0,0,1,64,1,5000,0,5,2020-07-11 22:39:38,9,4,496.69,atrasado,0,2024-12-24 18:54:28,1
122.27,2025-03-15 05:14:46,"77.668092, -92.273986",2022-05-10 05:14:46,1,0,1,71,0,20000,1,2,2022-06-07 05:14:46,5,3,296.09,atrasado,1,2025-02-19 03:24:09,1
359.83,2024-04-03 17:50:01,"11.314526, 67.677239",2021-01-27 17:50:01,1,0,0,70,0,20000,0,3,2021-03-05 17:50:01,4,4,386.34,inadimplente,0,2024-03-25 12:20:26,1
201.53,2024-11-01 02:59:49,"-83.244314, -133.01028",2021-10-05 02:59:49,1,0,0,41,1,10000,1,5,2021-10-12 02:59:49,2,0,298.44,atrasado,0,2024-10-02 03:09:04,1
66.71,2024-03-16 22:56:31,"52.106898, 31.577155",2017-12-30 22:56:31,0,0,1,31,0,2000,1,5,2018-02-20 22:56:31,3,1,312.22,inadimplente,1,2024-03-16 19:57:59,0
85.72,2024-08-18 16:40:34,"60.126331, 2.854139",2015-05-12 16:40:34,0,0,1,45,1,5000,0,5,2015-06-01 16:40:34,6,4,258.1,inadimplente,0,2024-07-24 19:33:42,1
441.97,2024-08-27 17:35:44,"-32.611653, 129.090029",2024-05-27 17:35:44,1,0,0,77,0,10000,0,4,2024-06-22 17:35:44,10,0,233.9,bom,0,2024-08-12 23:25:16,0
447.31,2023-09-04 09:10:21,"-60.035763, -10.458529",2019-06-24 09:10:21,1,0,0,63,0,1000,1,2,2019-08-20 09:10:21,5,2,248.51,atrasado,1,2023-08-20 18:09:19,1
181.41,2024-12-25 04:54:47,"-51.806103, -126.553886",2024-02-08 04:54:47,0,0,1,18,1,10000,0,2,2024-03-19 04:54:47,7,1,402.16,inadimplente,1,2024-12-19 13:59:56,0
499.36,2024-07-03 01:06:45,"13.003977, -177.613387",2024-02-07 01:06:45,1,0,1,32,1,1000,1,1,2024-02-17 01:06:45,7,3,443.64,atrasado,0,2024-06-25 01:25:43,1
105.48,2025-01-18 09:43:28,"-37.463193, -45.170907",2018-03-26 09:43:28,1,0,0,83,0,5000,0,1,2018-06-22 09:43:28,6,4,254.97,atrasado,1,2024-12-27 03:55:01,1
111.22,2025-02-21 14:13:29,"62.452279, -49.701981",2020-08-26 14:13:29,0,0,1,42,1,2000,1,0,2020-10-12 14:13:29,3,1,224.4,inadimplente,0,2025-02-06 12:42:15,1
326.93,2023-07-30 02:02:36,"15.909404, -44.220004",2022-12-07 02:02:36,0,0,1,58,0,5000,0,2,2023-02-26 02:02:36,0,1,207.18,atrasado,0,2023-07-15 05:45:11,1
102.87,2025-02-10 23:41:42,"-43.181812, -142.092696",2016-01-15 23:41:42,1,0,0,48,1,20000,0,1,2016-02-04 23:41:42,10,5,424.34,inadimplente,0,2025-02-09 22:02:24,1
7.2,2024-12-21 09:50:37,"-37.024878, 159.751234",2024-02-08 09:50:37,0,0,0,43,1,5000,1,3,2024-04-25 09:50:37,9,4,363.53,bom,0,2024-11-28 07:53:23,0
383.51,2023-10-30 04:57:02,"-28.325086, -40.549816",2014-03-12 04:57:02,1,0,0,49,0,10000,0,3,2014-04-25 04:57:02,7,4,288.23,bom,1,2023-10-26 15:04:58,1
561.86,2025-02-10 06:19:41,"-70.351348, 103.500481",2021-11-02 06:19:41,0,0,0,69,1,10000,1,3,2022-01-03 06:19:41,9,2,417.83,inadimplente,0,2025-02-04 00:28:31,0
155.31,2024-01-09 07:20:09,"-41.164237, 36.531758",2018-07-26 07:20:09,0,0,1,28,1,10000,1,2,2018-09-21 07:20:09,9,0,340.81,bom,0,2023-12-10 22:42:11,1
215.25,2024-07-31 02:33:12,"-29.793087, 61.205754",2022-09-02 02:33:12,1,0,1,44,0,10000,1,3,2022-11-14 02:33:12,4,0,536.93,bom,1,2024-07-12 07:48:12,1
891.05,2024-06-18 17:08:40,"-41.48349, 16.524455",2019-08-08 17:08:40,1,1,0,84,1,20000,1,1,2019-10-19 17:08:40,1,2,439.54,bom,0,2024-06-03 00:10:45,0
625.56,2024-12-19 15:54:59,"44.259356, 143.697445",2021-09-08 15:54:59,0,0,1,55,1,10000,1,1,2021-11-05 15:54:59,0,3,296.34,bom,1,2024-12-05 02:12:30,1
562.28,2024-07-24 11:55:22,"-28.15385, -125.797841",2018-03-12 11:55:22,1,0,0,25,1,5000,1,5,2018-04-01 11:55:22,8,3,126.22,atrasado,0,2024-07-02 08:12:32,1
413.54,2024-10-07 15:50:50,"86.425687, 133.950217",2021-12-06 15:50:50,0,0,1,66,0,2000,1,4,2021-12-27 15:50:50,8,0,385.16,bom,1,2024-09-17 13:36:47,0
54.0,2025-05-03 10:01:38,"31.673619, -173.302887",2017-12-10 10:01:38,1,0,1,79,1,1000,1,2,2017-12-13 10:01:38,1,1,209.03,inadimplente,0,2025-04-04 06:14:32,0
92.31,2024-11-11 00:49:37,"87.323097, -38.2717",2019-09-19 00:49:37,1,0,1,68,0,1000,1,3,2019-09-27 00:49:37,8,3,209.96,bom,1,2024-10-22 07:21:11,1
243.08,2025-05-08 15:53:27,"42.267841, 126.304902",2020-08-28 15:53:27,0,0,1,47,0,20000,1,1,2020-11-04 15:53:27,1,1,441.95,bom,0,2025-05-01 17:58:02,1
490.45,2023-08-05 05:27:42,"-66.631376, 66.54226",2016-08-13 05:27:42,1,0,1,21,1,10000,1,2,2016-09-17 05:27:42,9,3,431.12,atrasado,0,2023-07-21 01:01:16,0
70.59,2024-08-18 16:52:34,"-19.053479, -83.151288",2015-07-19 16:52:34,0,0,1,61,1,1000,0,0,2015-10-10 16:52:34,7,3,386.41,bom,0,2024-07-23 10:42:40,0
287.31,2025-03-14 06:00:49,"62.611879, 72.227155",2015-06-06 06:00:49,0,0,1,82,0,20000,0,0,2015-08-31 06:00:49,9,1,224.03,bom,1,2025-03-02 07:17:31,1
123.62,2025-05-24 01:00:40,"-32.157778, -76.019271",2021-05-02 01:00:40,1,0,1,71,0,1000,0,4,2021-05-23 01:00:40,3,1,366.36,bom,1,2025-05-17 14:01:00,1
356.9,2025-01-11 09:17:44,"-87.375444, -81.941808",2023-07-28 09:17:44,1,0,1,59,1,2000,1,3,2023-10-02 09:17:44,6,0,472.8,inadimplente,0,2024-12-19 01:37:06,1
146.57,2025-04-12 00:40:42,"56.551043, 82.162794",2015-10-04 00:40:42,0,0,0,46,0,5000,1,4,2015-11-12 00:40:42,2,0,253.07,bom,1,2025-03-30 13:50:13,1
300.45,2024-06-29 02:22:48,"-9.405459, 166.736097",2023-06-22 02:22:48,1,1,0,64,0,10000,1,0,2023-06-23 02:22:48,3,0,260.66,inadimplente,1,2024-06-26 00:59:04,1
336.26,2024-12-17 05:12:22,"69.794031, 60.61175",2017-09-20 05:12:22,1,0,1,35,0,5000,1,2,2017-12-18 05:12:22,5,2,109.08,atrasado,0,2024-12-11 00:41:16,0
556.27,2024-06-24 22:33:35,"-50.331329, 93.351395",2021-04-03 22:33:35,1,0,1,40,1,5000,1,5,2021-04-09 22:33:35,1,4,357.24,inadimplente,0,2024-05-31 04:12:33,0
315.98,2024-03-16 02:46:06,"70.670194, 64.673175",2014-11-06 02:46:06,1,0,0,61,1,2000,1,5,2014-12-31 02:46:06,2,4,339.7,inadimplente,1,2024-03-16 00:03:01,1
35.76,2023-12-18 00:52:59,"34.841482, 4.025945",2014-07-06 00:52:59,0,0,1,76,1,1000,0,5,2014-08-07 00:52:59,0,3,275.1,inadimplente,1,2023-12-13 18:06:40,1
24.44,2023-10-14 19:11:37,"-86.677888, 71.568986",2017-09-11 19:11:37,0,0,1,24,1,5000,1,3,2017-10-25 19:11:37,1,1,331.41,bom,1,2023-09-14 20:32:38,0
541.43,2023-11-05 08:28:56,"29.137006, 52.085432",2022-07-18 08:28:56,0,0,1,76,0,10000,0,2,2022-08-17 08:28:56,0,1,343.92,bom,1,2023-10-10 08:59:36,1
220.24,2024-05-09 03:56:09,"-21.854767, -97.955875",2015-09-16 03:56:09,1,0,1,34,0,5000,1,5,2015-09-18 03:56:09,0,4,383.32,bom,0,2024-05-03 22:43:44,1
163.03,2025-04-07 21:28:53,"78.135844, -162.780771",2019-11-21 21:28:53,1,0,0,19,1,2000,0,0,2019-12-21 21:28:53,4,5,304.41,inadimplente,0,2025-03-29 20:33:33,0
227.36,2024-04-24 23:53:29,"68.387694, -128.812275",2020-07-09 23:53:29,1,0,1,62,1,2000,1,4,2020-09-10 23:53:29,5,3,116.42,atrasado,1,2024-03-29 11:19:47,0
470.13,2023-08-09 00:27:29,"60.174218, 111.695384",2016-11-09 00:27:29,0,0,1,44,0,1000,1,0,2017-01-17 00:27:29,8,4,236.99,atrasado,1,2023-07-13 11:13:15,1
15.41,2023-12-07 05:00:52,"5.535866, -112.749553",2013-12-22 05:00:52,0,0,1,79,0,20000,0,4,2014-02-17 05:00:52,8,1,357.4,bom,0,2023-11-09 23:34:18,1
23.57,2025-04-07 17:55:03,"56.452171, 47.218532",2018-08-02 17:55:03,1,0,1,20,1,5000,1,3,2018-08-22 17:55:03,10,2,222.78,inadimplente,1,2025-03-16 00:56:24,0
627.0,2024-05-24 12:48:52,"71.272437, 148.392219",2019-04-19 12:48:52,0,0,1,63,1,5000,0,4,2019-06-28 12:48:52,0,5,466.56,bom,0,2024-04-30 23:00:23,1
3.58,2025-02-27 06:49:39,"69.492521, 58.683941",2023-08-28 06:49:39,0,0,1,69,0,10000,1,1,2023-11-10 06:49:39,0,5,112.5,atrasado,1,2025-02-01 09:52:34,1
229.63,2024-03-30 16:56:48,"-3.598111, -1.824848",2017-04-12 16:56:48,0,0,0,37,1,5000,1,0,2017-07-08 16:56:48,7,1,418.0,inadimplente,0,2024-03-02 20:00:18,1
730.78,2025-04-30 17:47:07,"-75.472819, 14.911091",2018-04-01 17:47:07,0,0,0,26,0,1000,0,3,2018-06-02 17:47:07,2,4,528.88,inadimplente,0,2025-04-11 13:49:39,1
893.44,2025-01-03 12:56:14,"77.006083, 141.554494",2024-01-01 12:56:14,1,1,1,71,1,10000,0,0,2024-03-03 12:56:14,9,1,123.68,atrasado,0,2024-12-13 00:50:34,1
80.52,2024-06-16 07:00:57,"-14.345996, -131.335877",2016-07-07 07:00:57,0,0,0,31,0,1000,0,0,2016-08-25 07:00:57,1,5,298.01,inadimplente,0,2024-06-07 15:04:45,0
201.03,2024-05-06 19:09:53,"-30.504614, 176.101287",2023-09-28 19:09:53,0,0,1,55,0,10000,1,5,2023-12-26 19:09:53,4,1,275.21,bom,1,2024-05-05 14:58:08,1
348.4,2024-04-16 16:17:09,"-63.293878, 128.637641",2021-07-28 16:17:09,0,0,1,80,0,2000,0,2,2021-09-14 16:17:09,4,2,120.59,atrasado,0,2024-04-14 19:51:12,1
54.86,2024-04-27 10:48:10,"-81.31604, -38.356114",2019-06-02 10:48:10,1,0,0,80,1,20000,0,0,2019-07-04 10:48:10,1,4,353.98,bom,0,2024-04-24 12:56:27,1
79.3,2025-03-24 19:15:55,"-61.030605, 38.90748",2019-07-01 19:15:55,1,0,1,23,0,1000,1,0,2019-08-14 19:15:55,6,2,303.97,atrasado,1,2025-03-08 17:34:24,1
51.37,2024-04-17 06:48:17,"-8.182292, -48.72232",2017-07-26 06:48:17,0,0,0,46,1,10000,1,5,2017-10-09 06:48:17,4,3,157.71,inadimplente,0,2024-04-16 06:39:12,0
420.65,2023-07-27 00:34:31,"43.611214, 158.965898",2017-07-21 00:34:31,1,0,1,58,0,2000,0,4,2017-07-21 00:34:31,4,2,222.75,bom,0,2023-07-14 04:20:09,0
273.53,2025-06-26 07:33:06,"-85.53519, 40.273054",2019-04-19 07:33:06,0,0,0,77,0,1000,0,1,2019-06-08 07:33:06,7,2,294.2,atrasado,1,2025-06-04 15:08:33,1
224.99,2024-06-22 20:04:12,"-53.582297, 75.204771",2017-06-26 20:04:12,1,0,1,29,1,2000,0,2,2017-07-06 20:04:12,1,3,309.12,bom,0,2024-06-20 06:40:21,0
262.4,2023-10-10 05:31:02,"61.683713, -54.375108",2021-11-08 05:31:02,0,0,1,40,1,2000,0,0,2022-01-16 05:31:02,0,5,378.82,atrasado,0,2023-09-14 05:53:13,1
893.25,2025-06-30 11:51:56,"68.497708, -151.533206",2023-07-20 11:51:56,1,0,0,56,1,2000,0,3,2023-08-29 11:51:56,10,3,377.62,atrasado,0,2025-06-25 23:47:50,0
169.9,2025-06-14 22:51:22,"-65.963084, -141.473657",2020-10-31 22:51:22,0,0,0,85,0,10000,1,3,2020-11-29 22:51:22,5,1,251.61,bom,1,2025-06-07 13:28:57,1
519.29,2024-11-15 02:39:56,"-2.881046, 118.124366",2019-09-24 02:39:56,0,0,0,19,1,1000,1,4,2019-11-15 02:39:56,8,5,193.66,atrasado,1,2024-10-25 18:16:50,1
105.93,2024-12-27 16:03:39,"-71.847025, -9.842656",2022-04-09 16:03:39,1,0,1,72,1,2000,1,2,2022-05-02 16:03:39,5,1,402.16,atrasado,1,2024-12-06 02:27:47,1
387.92,2024-04-20 14:23:34,"6.906326, 120.455323",2017-01-16 14:23:34,1,0,1,46,1,1000,1,5,2017-03-06 14:23:34,0,1,238.32,inadimplente,0,2024-04-08 12:06:26,1
193.83,2024-05-27 17:28:26,"43.127807, -169.15235",2021-05-08 17:28:26,0,0,1,25,1,1000,1,5,2021-05-20 17:28:26,9,4,165.2,atrasado,0,2024-05-20 21:23:28,0
1057.76,2025-03-31 08:20:47,"-79.56818, -69.495573",2019-08-28 08:20:47,0,0,1,71,0,1000,1,5,2019-11-18 08:20:47,9,5,181.9,atrasado,0,2025-03-20 04:15:22,1
178.56,2025-04-09 00:50:12,"-73.507304, -134.746253",2016-09-14 00:50:12,0,0,1,41,0,5000,1,3,2016-09-20 00:50:12,10,1,184.83,bom,0,2025-03-22 23:28:25,0
47.48,2024-01-13 09:02:38,"25.002798, -102.432427",2021-09-16 09:02:38,1,0,0,70,0,5000,1,4,2021-09-23 09:02:38,8,3,257.86,atrasado,0,2023-12-30 13:43:25,1
143.51,2024-12-02 21:02:27,"-63.904819, 144.759123",2021-12-01 21:02:27,0,0,1,77,1,2000,0,4,2022-02-01 21:02:27,4,1,362.13,bom,1,2024-11-18 23:46:09,1
326.43,2024-11-06 02:04:15,"-35.744166, 36.973974",2022-07-07 02:04:15,0,0,1,85,0,5000,1,0,2022-09-22 02:04:15,10,1,290.47,inadimplente,1,2024-11-01 00:36:48,1
503.29,2024-09-26 03:46:58,"30.96317, 21.654272",2018-01-18 03:46:58,0,1,1,62,1,20000,0,3,2018-02-04 03:46:58,7,3,473.03,bom,0,2024-09-21 04:51:12,0
780.25,2024-11-17 14:27:54,"-29.228586, -145.376235",2017-04-13 14:27:54,1,1,1,69,0,5000,0,2,2017-04-26 14:27:54,9,3,75.44,inadimplente,1,2024-11-04 22:06:15,1
187.67,2024-03-11 09:55:10,"-13.441398, 77.409494",2014-08-01 09:55:10,0,0,1,69,1,20000,1,0,2014-09-22 09:55:10,9,1,319.54,bom,1,2024-02-22 10:00:54,0
646.24,2025-01-08 07:47:28,"-6.952506, -90.886748",2017-03-25 07:47:28,0,0,1,59,1,10000,0,5,2017-06-13 07:47:28,5,0,244.12,inadimplente,0,2024-12-22 02:49:50,1
35.72,2025-02-14 17:08:53,"-43.233056, -60.290888",2019-02-20 17:08:53,0,0,1,71,1,5000,1,4,2019-03-30 17:08:53,1,1,268.79,inadimplente,0,2025-02-08 22:34:09,0
285.72,2025-04-04 15:26:38,"-7.89532, -163.273427",2019-03-03 15:26:38,0,0,0,62,1,20000,0,5,2019-03-19 15:26:38,4,2,325.06,bom,1,2025-03-09 09:02:15,0
1.69,2023-10-16 10:25:41,"-20.357705, -174.432282",2021-08-03 10:25:41,1,0,0,57,0,10000,1,5,2021-09-17 10:25:41,4,3,380.86,bom,1,2023-10-11 15:25:37,0
31.52,2024-03-25 01:50:36,"26.051349, 28.332079",2022-12-04 01:50:36,0,0,0,55,1,2000,0,5,2022-12-25 01:50:36,9,4,239.74,inadimplente,0,2024-03-09 20:43:35,1
128.53,2024-11-10 06:54:56,"-39.288446, 173.968798",2016-10-25 06:54:56,0,0,0,35,1,10000,0,1,2016-12-20 06:54:56,7,5,300.18,bom,1,2024-10-22 14:09:11,1
312.45,2024-06-20 19:17:23,"-54.96562, 120.168418",2024-05-03 19:17:23,0,0,1,54,1,10000,1,0,2024-07-09 19:17:23,0,5,22.62,bom,0,2024-05-25 16:38:15,0
937.2,2024-03-26 14:06:54,"-60.016619, 48.676823",2014-06-26 14:06:54,1,0,1,30,1,5000,1,0,2014-07-15 14:06:54,9,1,282.04,atrasado,1,2024-03-14 08:42:42,1
218.11,2023-09-05 11:13:54,"-67.185376, -30.252095",2020-01-08 11:13:54,1,0,0,85,0,2000,0,4,2020-02-26 11:13:54,5,3,375.34,bom,1,2023-09-03 08:15:42,0
142.43,2024-04-18 22:45:03,"9.796243, -48.579903",2018-02-12 22:45:03,0,0,0,85,0,1000,0,0,2018-02-12 22:45:03,5,1,309.98,atrasado,0,2024-03-23 10:26:05,1
27.81,2023-12-24 01:14:52,"65.748009, 85.018852",2016-11-02 01:14:52,0,0,0,24,0,1000,1,0,2016-11-09 01:14:52,8,0,219.97,atrasado,0,2023-12-15 23:29:28,0
235.93,2024-03-07 07:12:28,"67.157826, 32.514286",2019-11-09 07:12:28,1,0,0,32,1,5000,0,2,2020-02-06 07:12:28,1,4,250.1,inadimplente,0,2024-02-14 16:20:54,0
23.67,2025-06-22 08:46:01,"60.910335, 64.427336",2023-12-21 08:46:01,1,0,0,39,1,2000,1,1,2024-02-01 08:46:01,8,1,182.28,atrasado,0,2025-06-03 09:52:06,0
190.14,2025-03-07 01:58:53,"10.700238, 97.689088",2017-12-16 01:58:53,1,0,1,59,1,20000,0,0,2018-03-04 01:58:53,2,5,346.85,bom,0,2025-02-17 15:11:03,1
226.15,2024-02-01 21:17:02,"62.852502, 1.494769",2018-11-24 21:17:02,0,0,0,51,1,2000,0,3,2018-12-04 21:17:02,10,4,398.54,bom,1,2024-01-17 07:04:58,1
