Valor da Transação,Classe(transações anteriores),Classe (rótulo),Recorrência de envios do mesmo valor,Idade do titular do cartão,Classe(cartão temporário),Limite de crédito,Classe(nome lista devedores),Número de cartões complementares,Numero transações para outro pais,Número de transações suspeitas anteriormente,Valor médio das transações do usuário,Classe(emprego fixo),Dispositivo de acesso novo?,Hora da Transação,Dias desde criação da conta,Dias desde ativação cartão,Segundos desde última transação,Latitude,Longitude,pagamento_atrasado,pagamento_bom,pagamento_inadimplente
614.31,0,0,1,49,1,10000,1,0,6,5,402.0,1,0,23,1407,1350,1924126.0,-32.102942,-45.53963,True,False,False
440.61,1,0,0,60,0,2000,0,2,4,3,307.45,0,1,14,2324,2254,345153.0,-2.548673,129.497068,True,False,False
218.71,0,0,1,40,1,20000,1,2,3,4,402.56,1,0,20,3520,3500,1068688.0,54.978247,98.22898,True,False,False
415.07,1,1,1,22,1,1000,0,4,1,2,304.93,0,1,11,2752,2719,540657.0,-64.402354,115.175756,False,False,True
286.28,1,0,1,46,1,1000,0,5,7,3,372.24,0,0,1,1340,1263,1399678.0,-64.16961,23.123476,False,False,True
29.5,0,0,1,39,0,5000,0,4,2,0,216.43,0,1,22,1309,1264,857706.0,20.704862,-29.796984,True,False,False
109.69,1,0,1,42,1,2000,0,5,5,4,409.72,0,0,18,2189,2141,2128981.0,69.325913,-152.557346,False,True,False
22.53,0,0,1,28,1,1000,0,1,3,0,357.65,1,1,19,2540,2454,1224214.0,-38.366028,76.283422,False,False,True
824.63,1,0,1,24,0,1000,0,0,7,4,149.14,0,0,19,1053,1025,664150.0,-74.369303,54.037806,False,False,True
160.55,1,0,1,81,1,10000,1,1,5,3,172.16,1,1,13,1731,1678,1497704.0,-84.345282,-93.493663,True,False,False
1712.63,0,0,1,82,0,20000,1,5,3,2,210.46,0,0,10,268,236,452475.0,-36.216865,42.292801,False,False,True
310.45,1,0,1,44,0,1000,0,1,3,1,454.86,0,1,8,2381,2293,863082.0,-64.852188,44.734285,False,False,True
231.25,1,0,1,21,1,1000,0,3,0,3,332.02,1,1,7,1305,1273,59583.0,32.168697,174.023059,False,True,False
10.2,0,0,1,57,1,10000,0,0,4,4,268.96,1,1,13,1340,1287,569627.0,-10.797051,78.228488,False,True,False
22.54,1,1,0,24,0,20000,1,0,9,2,145.22,0,0,19,2401,2346,1446517.0,35.507387,120.700427,True,False,False
75.79,1,1,0,76,1,1000,0,2,2,4,326.43,0,1,21,3063,2994,2481940.0,30.00533,-123.234076,True,False,False
242.27,1,1,1,26,1,5000,1,5,4,3,295.97,1,0,23,368,331,605572.0,59.427241,-51.03486,True,False,False
1.61,0,0,1,39,1,2000,1,3,5,2,283.73,1,0,23,1086,1018,39155.0,58.439955,-177.874183,True,False,False
813.97,1,0,0,33,1,10000,1,0,10,1,212.88,1,1,7,2029,1951,600845.0,0.379163,-10.826617,True,False,False
224.89,0,0,0,57,0,10000,1,5,10,3,323.3,1,0,15,2092,2088,1775690.0,72.665577,87.445344,False,True,False
738.18,0,0,1,19,1,20000,0,5,6,2,228.19,1,0,19,430,419,1357334.0,31.125746,-141.895484,True,False,False
328.33,0,0,0,69,1,20000,1,0,10,0,186.66,1,0,3,763,718,2185520.0,-2.196769,-76.110739,True,False,False
399.49,1,0,1,71,1,1000,1,3,9,2,334.99,0,0,14,479,408,1764031.0,-27.445294,87.377616,False,True,False
186.75,1,0,1,58,0,10000,0,0,3,4,353.42,1,0,13,87,59,788024.0,-20.158266,-33.360415,True,False,False
108.14,0,0,1,68,1,1000,0,0,10,5,227.33,1,1,18,335,317,1308161.0,-66.294206,146.26772,True,False,False
51.69,1,0,1,43,0,20000,1,1,5,1,279.3,0,0,11,2182,2175,1089977.0,14.352099,19.240562,True,False,False
85.19,0,0,1,28,1,5000,0,1,1,1,196.9,1,0,1,780,780,1700230.0,-20.037389,135.01925,True,False,False
91.16,0,0,1,49,1,1000,1,5,3,3,288.55,1,0,11,472,428,628751.0,-70.092674,-39.436883,False,True,False
285.46,1,0,1,44,1,10000,1,2,9,5,314.78,0,1,3,1456,1406,2550077.0,-55.323329,-31.237912,True,False,False
149.05,0,0,0,45,0,10000,0,0,2,2,417.18,0,1,1,1250,1223,1864322.0,54.069781,-179.327818,False,False,True
99.61,1,0,0,47,1,10000,0,0,8,5,449.81,0,0,6,877,806,1018523.0,65.677208,175.304998,False,True,False
32.59,1,0,1,35,0,20000,1,1,10,0,486.86,0,0,9,3406,3323,393791.0,33.611819,-25.463707,False,False,True
85.88,0,0,0,68,1,10000,1,1,10,5,303.48,1,0,8,2014,1964,2013942.0,0.452987,-151.703254,False,False,True
122.04,1,0,1,83,1,5000,0,1,10,3,408.99,0,1,11,678,653,725751.0,1.281283,54.015847,False,False,True
682.78,1,0,1,45,1,2000,0,5,2,5,242.88,1,1,2,951,926,529087.0,87.820052,-168.888166,True,False,False
182.37,0,0,1,24,0,1000,1,3,7,4,298.34,1,0,9,1879,1815,281265.0,81.513748,-61.191956,False,True,False
125.54,0,1,1,55,0,20000,1,1,8,1,368.33,0,0,23,1380,1304,16683.0,36.181591,98.232674,False,False,True
7.41,1,0,1,70,1,20000,0,1,1,3,152.24,1,1,18,1942,1891,1736152.0,-30.958896,-80.446638,True,False,False
168.05,0,0,1,31,1,5000,0,1,4,4,325.76,1,1,4,712,640,795709.0,-65.220106,144.801384,True,False,False
389.63,1,0,1,27,0,20000,1,2,5,0,222.7,0,0,22,1997,1917,2443687.0,43.263679,-64.857653,False,False,True
11.57,1,0,1,83,0,2000,0,4,10,5,212.93,0,0,20,2980,2891,1609032.0,35.539121,33.961646,True,False,False
1288.2,0,0,0,76,0,10000,1,0,5,5,372.46,1,1,23,1196,1125,144022.0,76.262841,28.50244,False,True,False
89.1,0,0,0,35,0,2000,0,4,1,0,344.85,0,1,16,1825,1755,2423637.0,6.283439,178.288522,False,True,False
75.73,1,0,0,20,0,10000,0,2,8,1,284.15,1,1,23,930,898,1763819.0,-18.716755,-8.375124,True,False,False
78.38,0,0,1,69,1,10000,1,1,6,3,208.2,0,1,7,2402,2327,1332307.0,-89.826966,50.615664,True,False,False
87.71,0,1,0,68,1,20000,0,4,4,3,314.34,1,0,16,2491,2448,1011191.0,-19.603174,-17.787103,False,False,True
131.28,1,0,0,25,0,5000,0,0,9,1,387.15,1,1,5,2088,2071,535947.0,45.909587,6.2943,True,False,False
159.23,0,0,0,59,0,5000,0,0,6,0,413.59,1,0,16,2112,2075,54509.0,-41.018041,-1.678377,True,False,False
865.23,0,0,0,75,0,20000,1,2,7,5,284.6,1,1,19,2780,2730,2080990.0,-85.396429,149.891369,False,True,False
246.77,0,0,0,53,0,2000,0,4,5,4,261.85,1,0,11,2374,2307,283885.0,-46.077912,-35.321445,True,False,False
69.28,1,0,1,34,1,2000,1,5,1,0,167.95,0,1,6,84,76,823421.0,-64.178717,-107.593977,False,False,True
51.69,1,0,0,54,0,2000,1,4,9,4,459.14,0,0,7,88,31,957430.0,18.209468,129.534797,False,False,True
144.9,1,0,1,67,1,1000,1,1,9,2,387.67,0,0,12,1863,1796,1299153.0,-45.557543,15.206917,False,True,False
252.02,1,0,0,77,1,5000,0,0,1,4,293.89,1,0,18,3380,3313,1001676.0,26.579825,23.103008,False,True,False
515.67,1,0,0,41,1,10000,0,4,0,3,225.12,1,0,8,867,846,1295693.0,34.304581,24.650774,False,True,False
535.43,0,0,0,78,1,1000,1,3,6,3,408.3,0,0,20,944,887,2486868.0,9.167654,-137.800891,True,False,False
468.57,0,0,0,47,0,2000,1,2,4,0,192.36,0,0,15,3359,3303,999196.0,87.756895,101.604601,True,False,False
205.35,1,0,1,32,0,5000,1,5,6,2,156.92,1,0,10,1823,1801,269040.0,-52.341444,-175.334554,True,False,False
43.98,1,0,1,51,1,1000,1,2,7,2,252.34,1,1,0,3476,3447,1859764.0,76.217148,-78.550592,False,True,False
17.08,0,0,1,35,1,20000,0,5,8,2,244.77,0,1,20,3351,3337,470672.0,85.06114,-73.018421,False,True,False
132.88,0,0,1,27,1,10000,1,2,7,0,190.29,1,1,10,1052,999,252851.0,42.446402,-8.523634,False,False,True
548.29,0,0,0,82,0,1000,0,2,5,5,529.19,0,1,15,2209,2154,2033683.0,45.163137,124.711459,False,True,False
318.2,1,0,1,66,0,2000,0,4,2,1,486.75,1,1,16,1048,975,580519.0,1.64618,-25.802615,True,False,False
312.58,0,0,1,61,1,20000,0,3,8,4,293.67,0,1,17,1418,1394,697042.0,48.475218,-17.254688,False,True,False
239.3,1,0,0,66,0,20000,1,1,8,5,234.03,1,1,15,625,537,1052507.0,89.166641,86.03482,True,False,False
33.17,1,0,0,44,1,5000,1,4,2,3,252.34,0,0,7,913,857,2394098.0,-14.766004,109.955794,False,False,True
114.2,0,0,1,29,0,2000,0,4,0,3,169.54,1,1,5,664,575,1009371.0,75.2412,106.749177,False,True,False
48.93,1,0,1,61,1,5000,0,4,2,2,273.44,0,1,20,2085,2007,358773.0,66.157457,-145.874467,False,False,True
202.36,1,0,1,46,0,2000,0,4,6,3,437.01,1,0,3,981,962,1269886.0,47.848067,-161.580254,False,True,False
367.31,1,0,1,74,0,10000,1,5,1,1,352.08,1,1,18,3361,3344,250326.0,-34.496695,-19.160211,False,True,False
258.13,1,0,1,55,0,5000,1,3,10,5,267.22,0,0,3,2226,2220,884580.0,-58.928565,14.362093,False,False,True
94.05,1,0,0,84,1,10000,1,5,6,1,329.12,1,0,19,2259,2232,848748.0,13.791561,126.373786,False,True,False
150.65,0,0,0,78,0,10000,0,4,3,1,263.64,1,0,14,1616,1615,1306930.0,-87.039674,19.4793,False,False,True
637.71,1,0,1,28,0,10000,0,2,3,5,236.86,0,0,18,3236,3153,398531.0,2.802002,111.578855,False,True,False
0.71,1,0,0,66,1,2000,0,4,5,2,305.25,0,0,1,1620,1585,1216785.0,38.39933,68.282503,True,False,False
342.38,1,0,0,38,1,1000,0,5,8,2,278.35,1,0,21,2550,2550,334700.0,6.015929,-60.735355,False,False,True
313.1,0,0,0,41,1,1000,1,3,0,5,206.08,1,1,18,1728,1653,1098264.0,-21.123045,173.674433,False,True,False
58.97,0,0,1,35,1,5000,0,0,6,5,239.51,1,1,21,2586,2533,1339868.0,-54.134707,118.552068,True,False,False
517.46,0,0,0,73,1,1000,0,5,2,1,349.78,0,1,21,3420,3385,1453515.0,67.255268,-100.494406,False,False,True
272.44,1,0,0,26,0,10000,0,4,5,0,243.03,0,1,13,87,21,107099.0,43.65644,124.969581,False,True,False
213.86,1,0,1,74,0,5000,1,1,10,1,264.22,1,1,1,3472,3444,337972.0,24.964916,89.650468,False,True,False
133.58,1,0,0,39,0,5000,0,1,2,4,438.98,0,0,5,1491,1491,1495428.0,-8.085309,93.728306,False,False,True
694.58,1,0,0,32,1,10000,0,0,6,4,165.48,0,0,15,2815,2795,1401587.0,-81.439441,31.143555,True,False,False
144.09,0,0,0,53,0,2000,1,1,3,5,441.64,1,0,6,1984,1978,192214.0,63.186756,93.327677,False,True,False
806.09,0,0,0,47,1,5000,0,5,7,5,377.32,1,0,0,3364,3335,1077477.0,-2.458093,36.127471,True,False,False
899.99,1,0,0,42,0,1000,1,5,1,2,239.96,1,0,13,662,630,1030926.0,17.302353,33.073561,False,False,True
672.66,0,0,1,25,1,20000,1,5,5,4,313.97,1,0,6,1337,1324,494585.0,16.340957,-163.149173,False,True,False
332.01,0,0,0,24,1,5000,1,2,9,5,263.77,0,1,14,727,667,300825.0,74.034958,-12.015198,False,True,False
41.43,0,0,0,43,1,5000,1,4,8,5,374.18,1,1,22,3528,3442,1382249.0,-67.522648,158.275889,True,False,False
273.62,1,0,1,69,1,1000,1,1,6,3,391.02,0,1,7,3227,3199,1225510.0,45.776173,-7.609381,False,False,True
1216.29,0,0,0,42,1,20000,0,4,2,2,281.65,1,1,9,2316,2235,19910.0,-42.603025,-126.727284,False,True,False
52.89,0,1,1,20,0,10000,1,3,5,1,179.08,1,1,12,1525,1469,1756304.0,-51.129896,-91.056008,False,False,True
764.26,0,0,1,43,1,10000,0,3,2,2,305.67,0,1,16,918,878,1042257.0,80.486692,156.715663,False,False,True
394.7,0,0,0,46,0,2000,1,1,5,1,240.58,1,1,2,1126,1050,175182.0,-46.061166,-41.229472,False,False,True
349.71,1,0,0,55,0,1000,0,2,9,3,238.39,1,1,11,2319,2240,1909654.0,-56.122917,36.031712,False,False,True
173.23,1,0,1,22,1,20000,0,4,7,4,275.86,1,1,10,2782,2729,1529217.0,-40.979773,-3.80011,False,True,False
471.34,1,0,0,67,0,1000,0,5,0,2,446.68,0,0,10,1993,1961,1683869.0,85.799233,-58.898878,True,False,False
319.07,0,0,1,32,1,5000,1,4,4,1,207.09,1,0,18,3084,3003,677577.0,76.052333,6.799965,False,True,False
37.26,1,0,1,26,1,20000,0,3,8,3,186.6,0,0,21,3278,3238,1720420.0,71.611677,1.029554,False,True,False
70.53,1,0,1,74,1,10000,0,1,5,3,395.88,0,0,8,161,112,2303581.0,-34.523496,-154.74804,False,False,True
30.2,0,1,0,80,1,2000,1,4,9,0,412.77,1,1,13,3184,3098,108351.0,9.580883,-128.314568,False,False,True
252.13,1,0,1,42,1,2000,0,5,3,3,218.95,0,1,21,2804,2769,520004.0,-72.014295,70.447848,True,False,False
354.77,0,0,1,33,1,20000,1,2,1,2,385.7,1,0,23,2053,1983,9506.0,-23.686189,-34.718573,False,False,True
548.67,1,0,1,70,0,2000,0,0,6,2,176.04,1,1,20,178,172,2547063.0,-79.36023,84.32457,False,True,False
339.1,0,0,0,82,1,5000,0,3,4,2,360.78,1,0,9,3063,3037,2414758.0,-61.396756,-31.995324,False,False,True
192.29,1,0,0,70,1,5000,1,3,8,3,395.73,0,0,20,3294,3248,2031364.0,71.303305,-45.059775,False,False,True
206.67,0,0,0,63,0,10000,1,3,8,2,289.39,1,0,18,1351,1336,8482.0,73.846549,122.222733,False,True,False
484.87,0,0,1,25,0,5000,1,0,4,0,250.84,0,1,11,2899,2894,1715507.0,-4.416499,154.219184,False,True,False
524.99,1,0,0,74,0,2000,1,4,7,0,158.73,1,1,19,634,544,893348.0,62.410036,-12.65464,True,False,False
222.98,1,0,0,76,0,20000,0,5,3,4,431.82,0,1,8,3147,3110,2042964.0,-88.331293,134.404541,False,False,True
84.56,0,0,1,22,0,5000,1,1,6,5,164.18,0,1,13,3571,3562,1336168.0,-6.8661,-131.222374,False,True,False
474.52,0,0,1,71,0,5000,1,3,2,5,369.09,0,0,4,2006,1941,1828032.0,89.210056,-81.824705,False,True,False
127.61,1,1,0,41,1,1000,0,2,9,3,255.52,0,0,20,1341,1338,566508.0,-19.65943,146.897056,False,True,False
1169.65,1,0,1,74,1,10000,1,2,0,2,207.41,0,0,12,3370,3287,1164826.0,52.733347,61.925396,False,True,False
368.81,1,0,1,46,1,2000,0,4,1,3,288.63,0,0,13,2862,2807,1533827.0,22.897782,54.694515,False,False,True
612.52,1,0,1,46,0,1000,0,3,8,5,285.63,1,1,3,161,105,1244083.0,-46.843119,168.125819,False,False,True
967.67,0,0,1,33,0,10000,0,5,10,2,283.49,0,0,7,1704,1660,1527440.0,-30.195274,-45.975693,True,False,False
484.9,1,0,1,52,1,1000,0,1,10,4,183.05,1,1,14,2332,2289,727019.0,22.121005,-45.546637,False,False,True
196.55,1,0,0,58,1,1000,0,3,2,2,227.9,1,1,21,3610,3528,263857.0,11.036949,34.812611,False,False,True
299.72,1,0,1,27,0,10000,1,4,3,0,92.29,1,1,20,2435,2393,829992.0,-74.26935,108.121846,False,True,False
178.87,1,0,0,26,1,10000,0,0,4,3,276.47,1,1,4,3585,3560,1162793.0,47.741621,-89.575876,False,True,False
171.59,1,0,1,49,0,2000,0,5,7,0,389.84,0,0,19,2896,2863,10112.0,-76.149877,-126.469082,False,False,True
537.42,1,0,0,52,0,20000,1,1,4,4,412.48,0,1,22,717,660,569418.0,-41.441114,68.755735,False,False,True
282.12,0,0,0,19,0,5000,0,2,8,0,275.37,0,0,8,2493,2410,1123111.0,2.758757,-4.487929,False,False,True
112.97,0,0,1,22,0,1000,1,3,3,2,69.85,1,0,18,3467,3377,2480129.0,-55.333762,-78.256925,False,False,True
72.16,0,0,0,30,1,10000,1,3,2,5,411.89,0,1,3,3216,3214,1218915.0,24.257461,166.114979,False,True,False
902.38,1,0,0,82,0,2000,1,4,3,3,427.44,0,1,12,3207,3140,1916952.0,83.302501,118.605621,False,True,False
16.03,1,0,1,27,0,10000,0,4,0,1,282.83,0,1,20,3238,3219,1089330.0,21.940924,116.490412,False,True,False
264.47,1,1,0,71,1,5000,1,4,1,1,409.85,1,1,2,1479,1399,2410464.0,-23.500045,168.702602,False,True,False
227.98,1,1,1,30,1,5000,1,0,6,1,505.78,1,0,17,2083,2016,797044.0,62.885638,-70.845717,False,False,True
508.22,1,1,0,52,1,10000,1,0,6,0,156.16,1,1,3,124,101,1522694.0,48.395395,124.927155,False,True,False
147.72,0,0,1,82,0,20000,0,2,8,1,343.95,1,0,7,515,511,1171274.0,-44.766823,15.871689,True,False,False
66.4,1,0,0,40,0,10000,1,2,9,1,426.8,1,1,8,2202,2154,2507783.0,31.559203,-9.422602,False,True,False
406.8,0,0,0,48,1,20000,0,0,7,2,105.81,1,0,18,1814,1792,514917.0,55.842361,162.674098,False,True,False
1091.94,1,0,1,78,0,2000,0,4,1,3,299.62,0,1,2,3112,3110,112137.0,20.343954,38.641187,True,False,False
157.39,0,0,0,67,1,5000,1,1,10,1,209.72,0,0,0,3583,3537,1182266.0,-66.610053,-73.367798,True,False,False
56.52,0,0,0,33,1,10000,1,4,0,3,380.93,1,1,12,918,837,1077967.0,21.831281,-168.965725,True,False,False
102.74,0,0,0,28,0,5000,0,4,8,2,333.01,1,0,10,3106,3077,2339620.0,-3.227336,48.509885,False,True,False
99.93,1,0,1,78,1,2000,0,5,2,1,218.6,0,0,22,2661,2625,2480816.0,-19.029486,105.247932,True,False,False
40.72,0,1,1,81,1,10000,0,3,4,2,263.43,1,0,23,1110,1052,200913.0,79.411643,-133.318158,True,False,False
452.03,1,0,0,29,0,5000,1,3,3,5,350.43,0,0,18,2164,2160,2228202.0,89.122253,57.012954,True,False,False
1061.15,1,0,1,40,0,5000,1,2,10,5,256.23,0,1,4,3166,3078,1545627.0,14.838447,-37.355016,False,False,True
151.38,1,1,0,40,1,2000,0,5,0,1,318.2,1,0,23,3636,3555,1708349.0,-9.526689,-9.070579,True,False,False
232.29,1,0,1,70,1,10000,0,4,8,3,336.46,1,0,5,2913,2841,328953.0,63.391324,76.567767,False,True,False
310.57,1,0,1,35,0,1000,1,5,2,1,231.98,1,0,15,2973,2917,216673.0,66.551082,-62.795465,False,False,True
904.42,1,0,1,35,1,2000,1,2,9,4,349.14,1,0,8,2054,2017,2391559.0,21.379097,-14.174538,True,False,False
116.11,0,0,0,20,0,20000,0,0,1,5,277.09,0,1,2,2617,2614,2116486.0,37.440009,19.423894,True,False,False
229.21,0,0,1,28,1,10000,1,4,1,2,244.94,0,1,6,1648,1605,2370043.0,30.204877,34.614216,False,False,True
373.45,0,0,0,18,1,5000,1,1,2,5,350.97,1,1,14,3243,3209,1228923.0,-9.84513,47.687948,False,True,False
154.4,1,0,0,23,1,1000,1,0,7,1,237.13,1,0,11,556,481,268208.0,-13.762952,73.357356,False,False,True
141.63,0,0,0,59,0,10000,1,2,7,5,38.19,1,0,16,1078,992,1863434.0,27.456276,131.272231,True,False,False
16.11,0,0,1,60,1,5000,0,1,1,0,165.47,1,0,21,3391,3306,2513501.0,-44.87566,79.986495,True,False,False
507.9,0,0,0,83,0,10000,0,5,9,0,271.88,1,1,13,1985,1912,1653931.0,-43.783067,-10.687544,True,False,False
199.89,1,0,1,78,0,1000,1,0,4,1,161.67,1,0,4,2504,2483,1775010.0,69.730121,172.565036,True,False,False
80.76,0,0,1,43,1,20000,1,5,5,2,390.17,1,1,18,923,905,1592821.0,50.874189,84.724648,False,False,True
12.35,0,0,0,81,0,20000,0,5,4,3,223.4,1,0,21,1973,1897,1741470.0,-52.761547,82.546235,True,False,False
82.72,0,1,1,48,0,20000,1,1,5,3,253.87,1,0,7,1096,1040,1072343.0,-56.985485,-43.604098,False,False,True
220.29,1,0,0,61,1,10000,0,0,10,3,272.72,1,0,0,2418,2411,608564.0,14.416977,94.339267,False,True,False
122.39,0,0,1,51,0,10000,1,5,0,2,397.02,0,0,4,2810,2728,379189.0,52.657595,-160.625912,False,False,True
142.35,0,0,1,49,1,5000,0,3,2,4,181.8,1,1,16,3567,3487,1848290.0,43.361213,-48.979546,True,False,False
258.26,1,0,0,78,0,2000,1,4,1,2,399.6,0,0,6,1506,1430,2005960.0,-5.613621,-157.971899,True,False,False
63.69,0,0,0,45,0,10000,0,3,6,0,283.17,0,1,4,1042,1009,1047375.0,-81.067323,-134.174704,False,True,False
327.26,0,0,1,81,1,1000,0,5,1,4,359.91,0,0,13,1206,1129,1570389.0,46.412036,123.950301,True,False,False
40.76,0,0,1,73,1,5000,0,1,5,2,215.03,1,1,17,1724,1696,2333593.0,40.037966,-52.850335,False,True,False
57.35,0,0,0,37,0,20000,0,4,3,2,251.7,1,1,0,1820,1792,2211049.0,30.272562,133.065505,False,True,False
4.79,1,0,1,56,1,2000,1,4,4,5,312.94,1,1,22,824,739,1729563.0,-71.303375,81.431882,True,False,False
248.23,0,0,0,31,0,1000,1,5,0,4,61.93,0,1,5,1893,1806,2264260.0,31.659873,-64.454821,False,False,True
104.91,1,0,0,61,0,1000,1,4,1,0,275.6,1,1,14,3383,3382,2040452.0,-33.10344,86.412444,False,False,True
30.82,1,0,0,45,1,20000,1,3,6,5,329.47,1,0,22,2076,2052,1386193.0,54.668816,-86.401878,True,False,False
129.19,1,0,1,53,1,2000,0,3,2,1,211.4,1,0,13,3377,3304,714158.0,78.484065,-95.770697,False,False,True
266.99,0,0,0,80,1,2000,1,1,5,0,266.74,0,1,21,32,-4,483619.0,20.903714,-153.26477,True,False,False
68.07,1,0,1,34,1,1000,1,5,6,1,340.23,0,1,8,45,-27,1131125.0,-88.438832,146.982162,False,False,True
30.58,1,0,1,20,1,20000,0,4,1,3,432.1,1,1,18,997,926,972432.0,80.905558,-4.74768,True,False,False
363.94,1,0,1,56,1,5000,1,0,1,5,197.39,1,1,6,1837,1806,1100771.0,-11.549319,-106.205101,False,False,True
371.54,0,0,1,49,1,2000,1,3,7,3,338.14,1,1,11,1628,1596,994063.0,82.45725,80.198293,True,False,False
7.42,1,0,1,74,1,10000,0,4,8,4,422.73,1,1,6,940,930,1392970.0,25.237803,-151.430804,False,False,True
73.06,0,0,0,41,0,1000,0,2,0,2,178.98,1,1,18,2233,2158,475256.0,-1.30026,133.370281,True,False,False
733.27,1,0,0,59,0,20000,0,2,2,2,406.54,0,0,17,1522,1484,1968589.0,-48.579348,-64.049591,True,False,False
87.03,0,1,0,70,1,2000,0,2,5,4,274.2,1,0,23,989,965,2455004.0,86.5216,-112.160221,True,False,False
285.35,0,0,0,69,0,20000,1,4,10,2,177.68,1,0,20,670,608,2114966.0,12.657907,179.111609,False,False,True
283.63,1,0,1,49,0,20000,1,3,9,5,442.46,0,1,15,809,781,1834356.0,50.088151,103.236856,False,False,True
125.78,1,0,1,60,0,1000,1,2,10,0,314.54,0,1,23,2722,2676,2519104.0,-15.855299,24.918834,True,False,False
220.6,0,0,0,20,1,20000,0,5,2,3,229.63,0,0,20,3017,2994,1881728.0,-61.725952,39.527046,True,False,False
213.84,1,0,1,28,1,10000,1,0,7,3,265.18,0,1,14,94,86,2449698.0,-27.78629,-41.108009,True,False,False
122.64,0,1,1,22,1,1000,1,2,3,5,292.51,0,0,16,1323,1283,1529101.0,-60.37372,108.556822,False,False,True
620.39,1,0,0,73,0,20000,1,0,0,2,411.97,0,1,4,2596,2538,190597.0,43.497766,-58.056603,False,True,False
174.63,0,0,0,58,1,20000,0,4,0,1,328.31,1,1,6,295,238,941179.0,19.081775,-18.563651,True,False,False
23.23,0,0,0,54,0,5000,0,1,1,3,357.89,0,0,19,3187,3127,1787208.0,12.449225,113.119935,False,True,False
288.46,1,0,0,22,1,20000,1,5,3,3,346.0,0,1,9,2197,2133,1775804.0,11.944534,118.395734,False,False,True
8.62,1,0,1,23,1,10000,1,2,9,2,231.43,0,1,6,1773,1729,1372142.0,-60.861023,12.862875,True,False,False
370.0,1,0,1,34,1,1000,1,0,5,5,382.03,0,1,6,3081,3059,108175.0,-71.912972,-178.918066,False,False,True
12.35,0,0,1,80,1,5000,1,5,0,4,248.34,0,0,13,649,630,1208504.0,55.066379,10.295462,False,True,False
162.62,0,0,1,56,0,1000,1,3,8,5,197.67,1,0,13,1544,1543,480585.0,-87.045091,-76.946997,False,True,False
194.31,1,0,0,47,1,1000,1,3,10,2,308.24,0,1,19,1596,1512,173775.0,-28.21025,-47.979342,False,True,False
151.13,0,0,0,79,0,10000,0,5,4,4,263.07,0,1,9,2654,2605,1392649.0,-29.571272,-71.687143,True,False,False
605.09,0,0,0,68,0,20000,0,3,7,1,298.38,1,1,20,3521,3484,1521777.0,26.842386,86.076713,False,True,False
42.1,1,0,0,85,0,2000,1,0,10,5,415.68,1,1,9,428,391,1141467.0,48.81878,149.869597,False,True,False
69.23,0,0,0,22,1,5000,0,4,8,0,289.19,1,0,6,2518,2428,2079599.0,-17.75203,-90.797505,True,False,False
409.21,1,0,0,74,0,20000,1,1,7,0,411.21,0,1,21,71,62,1669332.0,61.590391,-142.383678,False,False,True
487.48,0,0,0,47,1,10000,0,5,8,0,280.67,0,1,22,450,427,424245.0,82.664465,147.970979,True,False,False
848.89,1,0,0,65,1,2000,0,1,3,3,447.16,0,1,16,1704,1660,1851261.0,-44.571177,-86.000743,False,True,False
186.31,0,0,1,81,1,10000,1,2,8,0,321.84,1,1,17,735,731,502196.0,16.830708,-17.125807,False,False,True
59.46,1,0,1,30,1,1000,1,1,1,2,428.89,1,1,14,396,348,367267.0,72.673759,54.730446,True,False,False
1033.29,0,0,1,41,1,5000,1,2,10,4,514.3,0,1,18,1105,1018,2514884.0,-30.065679,125.339132,False,False,True
531.64,1,0,0,32,0,10000,0,2,8,3,253.02,0,0,14,1541,1465,87736.0,42.937275,-77.109677,True,False,False
574.05,0,0,1,59,0,5000,0,3,6,0,239.15,1,0,16,1849,1764,1179932.0,55.905213,110.870784,False,False,True
99.36,1,0,0,39,1,1000,0,2,4,1,199.21,1,1,21,3154,3130,1432298.0,-34.02127,-85.849362,True,False,False
15.92,1,0,0,29,0,20000,1,0,5,2,271.21,0,1,22,3377,3289,2414407.0,-74.463605,-108.915463,False,True,False
79.74,1,0,0,79,1,1000,1,3,8,5,324.5,1,0,5,2604,2535,2204491.0,-40.829325,-132.291355,False,True,False
218.4,0,0,0,68,0,2000,1,0,10,1,443.12,0,0,5,1958,1870,2049810.0,35.482278,-22.103357,False,False,True
288.97,1,0,0,75,0,2000,0,3,7,3,274.0,1,1,18,1695,1679,1841157.0,41.994568,-90.636963,False,False,True
51.0,0,0,1,67,1,10000,1,4,2,4,446.98,1,0,1,2105,2018,2546349.0,-11.804882,41.186428,True,False,False
260.78,1,0,1,38,1,10000,1,5,0,5,237.77,0,1,0,2032,1955,1695915.0,51.725748,-107.548577,True,False,False
56.17,0,0,0,42,0,10000,0,5,1,3,123.46,0,0,17,887,861,1432536.0,71.561601,52.620138,True,False,False
217.04,0,0,0,43,0,5000,0,4,1,3,474.09,1,0,18,2301,2299,2267234.0,-35.56673,149.450042,True,False,False
326.22,0,0,0,46,1,2000,0,0,4,5,294.03,1,0,17,2232,2187,2282445.0,-61.6465,-27.585117,False,True,False
1113.06,0,0,1,28,0,10000,1,0,6,1,129.83,1,0,2,3344,3280,1481496.0,-25.293694,-91.414755,False,True,False
271.19,1,0,0,36,1,10000,0,1,1,5,221.28,0,0,8,608,565,1787870.0,-37.853325,-166.365557,False,False,True
